age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,internet_quality,mental_health_rating,result,sleep_study_interaction,social_mental_interaction,study_mental_interaction,sleep_study_ratio,study_social_ratio
21,6.2,2.7,0.9,80.9,3.7,1,3,2,4,3,22.94,10.8,24.8,0.37373737373737376,0.6966292134831461
22,5.4,3.0,1.5,100.0,8.5,0,6,2,2,3,45.900000000000006,6.0,10.8,0.6115107913669064,0.6428571428571429
23,3.8,1.9,3.6,96.8,5.5,1,6,2,2,2,20.9,3.8,7.6,0.5913978494623655,0.6666666666666667
22,2.8,2.5,2.7,86.4,6.3,1,4,1,10,2,17.639999999999997,25.0,28.0,0.6923076923076923,0.5283018867924528
21,4.7,0.0,2.7,62.0,5.4,2,1,2,3,2,25.380000000000003,0.0,14.100000000000001,0.5346534653465346,1.0
24,2.0,1.7,0.2,81.4,7.3,0,3,2,8,2,14.6,13.6,16.0,0.7849462365591398,0.5405405405405405
18,4.2,3.0,0.5,100.0,6.0,1,3,1,4,2,25.200000000000003,12.0,16.8,0.5882352941176471,0.5833333333333334
17,4.3,1.3,0.0,82.7,4.9,1,1,2,7,3,21.07,9.1,30.099999999999998,0.532608695652174,0.7678571428571429
18,5.1,2.6,0.9,96.0,7.0,1,0,1,10,3,35.699999999999996,26.0,51.0,0.578512396694215,0.6623376623376623
19,7.6,3.0,2.9,99.4,4.8,0,0,2,3,3,36.48,9.0,22.799999999999997,0.38709677419354843,0.7169811320754716
18,4.1,2.1,2.4,87.2,5.5,1,4,2,10,3,22.549999999999997,21.0,41.0,0.5729166666666667,0.6612903225806451
18,2.7,2.7,1.6,76.6,4.0,2,0,1,3,0,10.8,8.100000000000001,8.100000000000001,0.5970149253731343,0.5
21,3.5,1.3,1.8,60.6,4.8,1,4,2,2,2,16.8,2.6,7.0,0.5783132530120482,0.7291666666666667
21,0.8,2.3,1.0,91.8,6.7,1,2,0,6,1,5.36,13.799999999999999,4.800000000000001,0.8933333333333333,0.2580645161290323
21,2.5,3.2,2.0,76.9,4.1,1,1,2,6,1,10.25,19.200000000000003,15.0,0.6212121212121212,0.43859649122807015
22,2.9,2.7,2.6,86.8,4.7,1,3,1,1,1,13.63,2.7,2.9,0.618421052631579,0.5178571428571429
19,2.7,1.8,0.0,72.5,6.5,1,4,0,7,2,17.55,12.6,18.900000000000002,0.7065217391304348,0.6000000000000001
24,3.7,2.8,2.1,82.3,5.8,2,6,1,4,2,21.46,11.2,14.8,0.6105263157894737,0.5692307692307692
24,2.3,3.4,2.8,85.3,8.9,2,0,2,3,1,20.47,10.2,6.8999999999999995,0.7946428571428572,0.4035087719298246
21,5.2,0.0,1.3,87.7,8.7,1,6,0,8,3,45.239999999999995,0.0,41.6,0.6258992805755396,1.0
17,3.5,3.9,2.6,73.9,5.5,1,4,2,2,2,19.25,7.8,7.0,0.6111111111111112,0.47297297297297297
22,3.5,2.1,4.9,97.0,7.2,2,5,0,9,2,25.2,18.900000000000002,31.5,0.6728971962616823,0.625
20,3.0,3.0,1.7,79.0,7.4,1,4,2,8,2,22.200000000000003,24.0,24.0,0.7115384615384616,0.5
17,3.7,3.9,2.2,68.3,5.8,1,0,2,8,2,21.46,31.2,29.6,0.6105263157894737,0.48684210526315796
23,4.7,0.9,1.0,83.9,4.7,1,5,1,3,3,22.090000000000003,2.7,14.100000000000001,0.5,0.8392857142857142
23,2.2,1.6,2.0,85.3,6.5,2,5,1,4,2,14.3,6.4,8.8,0.7471264367816093,0.5789473684210527
17,2.5,2.2,2.3,86.6,6.3,1,0,2,2,1,15.75,4.4,5.0,0.7159090909090908,0.5319148936170213
21,3.0,1.6,2.0,98.6,6.0,2,5,2,2,2,18.0,3.2,6.0,0.6666666666666666,0.6521739130434783
20,1.5,4.6,0.7,82.6,7.0,2,1,2,4,1,10.5,18.4,6.0,0.8235294117647058,0.24590163934426232
20,2.3,1.5,2.0,83.8,5.6,1,3,1,6,1,12.879999999999999,9.0,13.799999999999999,0.7088607594936709,0.6052631578947368
22,2.8,1.8,3.4,74.0,5.1,2,6,1,5,1,14.279999999999998,9.0,14.0,0.6455696202531646,0.6086956521739131
20,4.8,2.7,2.3,93.2,6.6,2,1,2,1,2,31.679999999999996,2.7,4.8,0.5789473684210527,0.64
23,3.9,1.1,2.9,86.8,7.0,1,1,1,10,2,27.3,11.0,39.0,0.6422018348623852,0.78
19,3.8,2.0,1.5,80.8,5.1,0,0,1,1,1,19.38,2.0,3.8,0.5730337078651686,0.6551724137931034
21,4.8,2.9,2.6,66.0,7.6,0,0,1,6,3,36.48,17.4,28.799999999999997,0.6129032258064516,0.6233766233766234
20,3.3,2.1,2.1,99.4,4.4,1,6,2,3,2,14.52,6.300000000000001,9.899999999999999,0.5714285714285715,0.611111111111111
22,4.1,2.4,0.8,72.7,5.8,1,3,2,3,2,23.779999999999998,7.199999999999999,12.299999999999999,0.585858585858586,0.6307692307692307
23,3.3,1.9,2.2,79.1,6.2,1,4,1,7,2,20.46,13.299999999999999,23.099999999999998,0.6526315789473685,0.6346153846153847
19,3.9,0.7,0.7,88.6,5.7,0,1,0,1,2,22.23,0.7,3.9,0.59375,0.8478260869565218
18,2.6,2.9,1.1,73.0,5.8,2,5,0,1,1,15.08,2.9,2.6,0.6904761904761905,0.4727272727272727
18,0.0,4.6,2.0,70.1,8.7,1,3,1,10,1,0.0,46.0,0.0,1.0,0.0
19,3.3,2.5,2.1,63.8,5.5,1,1,1,3,1,18.15,7.5,9.899999999999999,0.625,0.5689655172413793
23,5.6,2.8,0.5,92.2,9.4,1,4,2,8,3,52.64,22.4,44.8,0.6266666666666667,0.6666666666666667
22,4.9,3.3,3.0,79.5,7.0,1,5,1,1,2,34.300000000000004,3.3,4.9,0.5882352941176471,0.5975609756097562
19,4.9,1.0,2.4,100.0,6.6,1,1,1,10,3,32.34,10.0,49.0,0.5739130434782609,0.8305084745762712
21,5.4,4.5,1.0,75.1,7.1,1,2,2,4,3,38.34,18.0,21.6,0.568,0.5454545454545455
21,3.6,2.7,0.1,75.8,9.5,0,6,1,9,3,34.2,24.3,32.4,0.7251908396946565,0.5714285714285714
18,3.8,4.5,1.6,79.3,5.3,2,3,2,4,1,20.139999999999997,18.0,15.2,0.5824175824175825,0.45783132530120474
20,2.6,1.6,1.3,87.4,5.2,2,6,0,10,2,13.520000000000001,16.0,26.0,0.6666666666666666,0.6190476190476191
22,3.0,4.7,1.9,80.3,5.6,1,0,1,8,2,16.799999999999997,37.6,24.0,0.6511627906976744,0.38961038961038963
18,4.4,3.4,1.4,91.1,6.5,2,1,2,7,2,28.6,23.8,30.800000000000004,0.5963302752293578,0.5641025641025641
20,5.3,3.2,0.0,75.2,4.4,2,5,2,3,2,23.32,9.600000000000001,15.899999999999999,0.45360824742268047,0.6235294117647059
20,3.3,2.8,1.4,71.2,6.5,0,5,1,7,2,21.45,19.599999999999998,23.099999999999998,0.6632653061224489,0.5409836065573771
24,2.8,2.2,1.5,67.0,8.5,2,3,2,7,2,23.799999999999997,15.400000000000002,19.599999999999998,0.7522123893805309,0.5599999999999999
21,3.5,3.9,2.5,62.8,6.7,2,3,2,10,2,23.45,39.0,35.0,0.6568627450980393,0.47297297297297297
23,4.4,2.7,1.0,79.8,6.1,1,6,1,3,3,26.84,8.100000000000001,13.200000000000001,0.5809523809523809,0.6197183098591549
17,1.3,0.1,3.6,82.0,5.8,0,5,1,2,1,7.54,0.2,2.6,0.8169014084507042,0.9285714285714285
23,0.1,1.2,0.0,78.7,7.6,0,5,2,9,1,0.76,10.799999999999999,0.9,0.987012987012987,0.07692307692307693
17,2.7,2.3,3.2,97.4,5.5,0,5,1,1,1,14.850000000000001,2.3,2.7,0.6707317073170732,0.54
19,1.7,2.9,1.6,97.3,8.7,2,1,2,7,1,14.79,20.3,11.9,0.8365384615384616,0.3695652173913044
21,2.7,2.4,2.7,81.7,8.8,1,5,2,4,1,23.760000000000005,9.6,10.8,0.7652173913043478,0.5294117647058825
20,3.3,4.0,1.9,67.1,6.8,2,0,2,2,1,22.439999999999998,8.0,6.6,0.6732673267326733,0.4520547945205479
22,2.8,0.2,3.1,79.3,6.5,2,5,1,2,2,18.2,0.4,5.6,0.6989247311827956,0.9333333333333332
17,5.7,2.7,1.4,79.0,7.7,2,0,1,8,3,43.89,21.6,45.6,0.5746268656716418,0.6785714285714286
23,4.0,0.3,0.6,78.4,7.8,2,1,2,7,3,31.2,2.1,28.0,0.6610169491525423,0.9302325581395349
20,4.0,3.4,3.4,78.0,5.5,0,3,1,7,2,22.0,23.8,28.0,0.5789473684210527,0.5405405405405405
17,4.4,2.4,1.7,78.5,5.9,1,0,1,5,2,25.960000000000004,12.0,22.0,0.5728155339805825,0.6470588235294118
17,1.8,3.0,2.0,81.1,4.9,2,1,1,10,1,8.82,30.0,18.0,0.7313432835820896,0.375
24,5.1,1.5,3.2,78.6,7.0,0,5,0,8,3,35.699999999999996,12.0,40.8,0.578512396694215,0.7727272727272727
17,3.4,4.0,0.7,87.1,7.3,0,1,2,2,2,24.82,8.0,6.8,0.6822429906542057,0.45945945945945943
22,4.5,3.8,2.5,88.6,4.9,2,5,1,2,2,22.05,7.6,9.0,0.5212765957446809,0.5421686746987951
21,1.9,3.2,1.2,75.9,6.0,2,6,2,5,1,11.399999999999999,16.0,9.5,0.7594936708860759,0.37254901960784315
22,1.2,2.3,1.7,97.7,4.9,1,1,0,1,0,5.88,2.3,1.2,0.8032786885245902,0.34285714285714286
18,4.7,3.2,1.9,75.2,5.4,2,3,2,6,2,25.380000000000003,19.200000000000003,28.200000000000003,0.5346534653465346,0.5949367088607594
20,4.1,1.7,0.1,68.8,7.2,2,0,1,4,2,29.52,6.8,16.4,0.6371681415929203,0.7068965517241379
21,2.1,3.5,0.9,88.8,5.6,1,6,2,6,2,11.76,21.0,12.600000000000001,0.7272727272727273,0.37500000000000006
24,2.2,4.5,3.3,76.8,6.1,0,3,2,7,1,13.42,31.5,15.400000000000002,0.7349397590361445,0.3283582089552239
21,5.2,3.8,2.8,88.2,4.5,2,2,0,3,2,23.400000000000002,11.399999999999999,15.600000000000001,0.4639175257731959,0.5777777777777778
21,1.7,1.6,1.7,61.0,6.7,1,5,2,8,2,11.39,12.8,13.6,0.7976190476190476,0.5151515151515151
23,6.0,2.9,2.1,98.9,6.4,0,0,1,7,3,38.400000000000006,20.3,42.0,0.5161290322580645,0.6741573033707865
21,2.1,0.9,1.5,91.7,5.6,1,3,2,1,1,11.76,0.9,2.1,0.7272727272727273,0.7000000000000001
24,4.5,3.2,3.3,70.0,6.3,2,0,2,6,1,28.349999999999998,19.200000000000003,27.0,0.5833333333333333,0.5844155844155844
22,3.0,3.0,1.6,70.2,6.7,1,2,2,7,2,20.1,21.0,21.0,0.6907216494845362,0.5
21,4.4,0.3,2.1,100.0,5.5,1,4,2,4,3,24.200000000000003,1.2,17.6,0.5555555555555556,0.9361702127659575
19,2.7,1.1,3.1,77.6,4.7,1,5,1,2,1,12.690000000000001,2.2,5.4,0.6351351351351351,0.7105263157894737
20,3.3,2.2,0.9,76.7,8.7,2,5,0,10,3,28.709999999999997,22.0,33.0,0.725,0.6
21,3.6,2.1,3.5,62.3,5.7,0,1,1,9,2,20.52,18.900000000000002,32.4,0.6129032258064516,0.631578947368421
20,2.0,1.0,0.1,81.5,6.4,1,5,1,7,2,12.8,7.0,14.0,0.7619047619047619,0.6666666666666666
19,4.6,3.0,3.6,82.7,7.7,2,5,2,1,2,35.419999999999995,3.0,4.6,0.6260162601626016,0.6052631578947368
19,2.7,2.8,1.4,92.2,10.0,0,3,1,8,3,27.0,22.4,21.6,0.7874015748031497,0.49090909090909096
20,3.2,2.3,1.5,71.0,5.0,2,6,2,3,1,16.0,6.8999999999999995,9.600000000000001,0.6097560975609757,0.5818181818181819
17,2.0,1.6,0.0,69.8,7.0,2,5,1,4,1,14.0,6.4,8.0,0.7777777777777778,0.5555555555555556
18,0.0,3.8,1.3,89.5,5.7,2,5,1,5,0,0.0,19.0,0.0,1.0,0.0
23,3.2,4.5,0.7,95.1,5.9,1,2,2,1,1,18.880000000000003,4.5,3.2,0.6483516483516483,0.4155844155844156
17,7.1,1.9,1.1,69.3,5.6,2,6,1,6,3,39.76,11.399999999999999,42.599999999999994,0.4409448818897638,0.7888888888888889
17,4.7,1.8,1.6,95.8,5.1,2,2,2,10,3,23.97,18.0,47.0,0.520408163265306,0.7230769230769231
22,3.5,3.1,2.9,85.4,6.5,2,0,1,6,1,22.75,18.6,21.0,0.65,0.5303030303030303
23,3.1,2.1,2.0,95.9,4.7,0,0,2,2,1,14.57,4.2,6.2,0.6025641025641025,0.5961538461538461
23,3.5,2.3,2.1,84.3,7.6,2,5,0,10,3,26.599999999999998,23.0,35.0,0.6846846846846847,0.603448275862069
17,4.3,3.4,0.6,59.8,6.6,1,5,1,6,2,28.38,20.4,25.799999999999997,0.6055045871559633,0.5584415584415585
21,1.7,0.2,0.8,83.5,7.0,0,1,2,8,1,11.9,1.6,13.6,0.8045977011494253,0.8947368421052632
22,5.2,4.1,3.8,95.6,5.9,1,0,2,6,2,30.680000000000003,24.599999999999998,31.200000000000003,0.5315315315315315,0.5591397849462365
22,4.6,2.6,1.0,76.1,6.1,2,3,1,4,2,28.059999999999995,10.4,18.4,0.5700934579439252,0.638888888888889
19,4.6,2.0,3.6,81.1,6.8,1,5,1,4,3,31.279999999999998,8.0,18.4,0.5964912280701755,0.6969696969696969
24,4.2,2.4,1.5,83.2,5.1,1,3,1,9,3,21.419999999999998,21.599999999999998,37.800000000000004,0.5483870967741935,0.6363636363636365
23,3.5,2.5,1.8,56.0,6.1,2,5,1,6,2,21.349999999999998,15.0,21.0,0.6354166666666666,0.5833333333333334
17,4.5,0.4,3.0,100.0,5.5,1,3,2,8,3,24.75,3.2,36.0,0.55,0.9183673469387754
19,4.4,4.3,3.2,76.0,5.4,2,4,2,8,2,23.760000000000005,34.4,35.2,0.5510204081632653,0.5057471264367817
20,3.0,2.5,1.7,90.1,4.0,1,3,0,7,2,12.0,17.5,21.0,0.5714285714285714,0.5454545454545454
18,2.6,3.0,1.4,84.1,8.1,1,6,1,3,2,21.06,9.0,7.800000000000001,0.7570093457943925,0.46428571428571436
24,3.7,3.6,1.7,97.6,5.7,2,0,2,10,2,21.090000000000003,36.0,37.0,0.6063829787234043,0.5068493150684932
24,5.8,1.3,2.2,89.1,7.9,2,5,1,1,3,45.82,1.3,5.8,0.5766423357664234,0.8169014084507042
24,1.6,3.1,2.8,82.7,7.8,1,0,2,5,1,12.48,15.5,8.0,0.8297872340425532,0.3404255319148936
22,1.3,2.2,1.8,76.1,5.0,2,6,0,10,1,6.5,22.0,13.0,0.7936507936507937,0.37142857142857144
20,3.7,3.5,2.5,93.0,5.2,0,6,2,10,3,19.240000000000002,35.0,37.0,0.5842696629213483,0.513888888888889
24,3.6,0.0,3.6,66.3,9.6,1,3,1,2,2,34.56,0.0,7.2,0.7272727272727273,1.0
20,3.8,2.4,2.2,91.5,8.6,1,2,2,10,3,32.68,24.0,38.0,0.6935483870967742,0.6129032258064516
21,3.9,1.8,2.1,74.0,6.5,0,2,1,2,2,25.349999999999998,3.6,7.8,0.625,0.6842105263157895
24,3.2,3.0,0.1,97.5,6.8,1,6,1,7,3,21.76,21.0,22.400000000000002,0.6799999999999999,0.5161290322580645
18,5.7,3.1,0.0,86.6,5.7,1,2,2,3,3,32.49,9.3,17.1,0.5,0.6477272727272727
20,1.1,1.7,2.2,91.4,7.0,0,5,0,8,1,7.700000000000001,13.6,8.8,0.8641975308641976,0.3928571428571429
20,2.3,1.6,1.7,85.8,5.6,1,1,1,9,1,12.879999999999999,14.4,20.7,0.7088607594936709,0.5897435897435898
18,3.3,2.4,1.2,67.5,4.1,1,4,1,8,2,13.529999999999998,19.2,26.4,0.5540540540540541,0.5789473684210527
24,1.0,1.4,2.1,76.4,4.9,1,3,1,6,1,4.9,8.399999999999999,6.0,0.8305084745762712,0.4166666666666667
18,3.2,3.5,1.7,91.7,6.5,2,1,2,5,2,20.8,17.5,16.0,0.6701030927835052,0.47761194029850745
20,6.0,2.1,3.0,86.7,5.1,2,2,2,3,3,30.599999999999998,6.300000000000001,18.0,0.45945945945945943,0.7407407407407408
18,3.5,0.0,1.9,96.8,6.4,1,3,0,3,2,22.400000000000002,0.0,10.5,0.6464646464646465,1.0
20,3.8,2.1,1.0,89.0,5.2,2,1,2,7,2,19.759999999999998,14.700000000000001,26.599999999999998,0.5777777777777778,0.6440677966101694
20,1.6,1.3,2.9,75.3,5.6,2,0,1,5,1,8.959999999999999,6.5,8.0,0.7777777777777778,0.5517241379310345
21,2.6,0.5,1.6,77.0,7.5,1,2,2,6,2,19.5,3.0,15.600000000000001,0.7425742574257426,0.8387096774193549
17,2.9,1.0,2.4,86.0,6.8,0,1,1,6,2,19.72,6.0,17.4,0.7010309278350516,0.7435897435897436
20,3.0,2.6,1.3,61.9,6.5,2,5,2,9,2,19.5,23.400000000000002,27.0,0.6842105263157895,0.5357142857142857
24,5.4,4.1,1.1,100.0,7.6,1,0,1,1,2,41.04,4.1,5.4,0.5846153846153845,0.5684210526315789
19,4.3,2.9,1.9,89.4,7.1,2,2,1,8,2,30.529999999999998,23.2,34.4,0.6228070175438597,0.5972222222222222
